date,location_id,location_name,mean
2020-02-01,523,Alabama,0.0
2020-02-02,523,Alabama,0.0
2020-02-03,523,Alabama,0.0
2020-02-04,523,Alabama,0.0
2020-02-05,523,Alabama,0.0
2020-02-06,523,Alabama,0.0
2020-02-07,523,Alabama,0.0
2020-02-08,523,Alabama,0.0
2020-02-09,523,Alabama,0.0
2020-02-10,523,Alabama,0.0
2020-02-11,523,Alabama,0.0
2020-02-12,523,Alabama,0.0
2020-02-13,523,Alabama,0.0
2020-02-14,523,Alabama,0.0
2020-02-15,523,Alabama,0.0
2020-02-16,523,Alabama,0.0
2020-02-17,523,Alabama,0.0
2020-02-18,523,Alabama,0.0
2020-02-19,523,Alabama,0.0
2020-02-20,523,Alabama,0.0
2020-02-21,523,Alabama,0.0
2020-02-22,523,Alabama,16.21170704557687
2020-02-23,523,Alabama,7.2688797675457035
2020-02-24,523,Alabama,4.412224321634196
2020-02-25,523,Alabama,3.2290190405617345
2020-02-26,523,Alabama,2.605668912346732
2020-02-27,523,Alabama,2.1162564126685903
2020-02-28,523,Alabama,1.8468075393969818
2020-02-29,523,Alabama,1.6883147758285415
2020-03-01,523,Alabama,1.5885670720440725
2020-03-02,523,Alabama,1.5187646913863826
2020-03-03,523,Alabama,1.4640165213339387
2020-03-04,523,Alabama,1.417683448721592
2020-03-05,523,Alabama,1.3759157595030325
2020-03-06,523,Alabama,1.3365124710882068
2020-03-07,523,Alabama,1.2970440769724219
2020-03-08,523,Alabama,1.256897208252078
2020-03-09,523,Alabama,1.2163230263270715
2020-03-10,523,Alabama,1.1750594387240563
2020-03-11,523,Alabama,1.1333022227306082
2020-03-12,523,Alabama,1.0911509534134032
2020-03-13,523,Alabama,1.0489872085575394
2020-03-14,523,Alabama,1.0066297825528496
2020-03-15,523,Alabama,0.9638421811402293
2020-03-16,523,Alabama,0.9215812468202437
2020-03-17,523,Alabama,0.8798676529663692
2020-03-18,523,Alabama,0.838744535126636
2020-03-19,523,Alabama,0.7984675000803414
2020-03-20,523,Alabama,0.7595279865715043
2020-03-21,523,Alabama,0.7221776289884916
2020-03-22,523,Alabama,0.6865930478409817
2020-03-23,523,Alabama,0.6535325194049014
2020-03-24,523,Alabama,0.6230403123450187
2020-03-25,523,Alabama,0.5952836045887043
2020-03-26,523,Alabama,0.5704963412110534
2020-03-27,523,Alabama,0.5488067753608046
2020-03-28,523,Alabama,0.530440687354108
2020-03-29,523,Alabama,0.5152062620706424
2020-03-30,523,Alabama,0.5030284277232283
2020-03-31,523,Alabama,0.4938830912254238
2020-04-01,523,Alabama,0.48765599890686134
2020-04-02,523,Alabama,0.4840925657819921
2020-04-03,523,Alabama,0.4829153806866651
2020-04-04,523,Alabama,0.48380757839806743
2020-04-05,523,Alabama,0.4864152739796767
2020-04-06,523,Alabama,0.49031395054537563
2020-04-07,523,Alabama,0.4949705408855978
2020-04-08,523,Alabama,0.500042007516121
2020-04-09,523,Alabama,0.505152829293008
2020-04-10,523,Alabama,0.5099012920612359
2020-04-11,523,Alabama,0.5139367975813502
2020-04-12,523,Alabama,0.5168709628295398
2020-04-13,523,Alabama,0.518530459979538
2020-04-14,523,Alabama,0.5187943596980846
2020-04-15,523,Alabama,0.5175712422712392
2020-04-16,523,Alabama,0.5148093875028581
2020-04-17,523,Alabama,0.5105901174667197
2020-04-18,523,Alabama,0.5050693880524232
2020-04-19,523,Alabama,0.49841374248507436
2020-04-20,523,Alabama,0.4908214533846201
2020-04-21,523,Alabama,0.482515538200428
2020-04-22,523,Alabama,0.4735569995222019
2020-04-23,523,Alabama,0.4645731151037235
2020-04-24,523,Alabama,0.45564133052414874
2020-04-25,523,Alabama,0.4468501568938144
2020-04-26,523,Alabama,0.43832161574776857
2020-04-27,523,Alabama,0.4302053750375244
2020-04-28,523,Alabama,0.42267051182693294
2020-04-29,523,Alabama,0.4158954499942332
2020-04-30,523,Alabama,0.4100630718243987
2020-05-01,523,Alabama,0.4052284793365876
2020-05-02,523,Alabama,0.40141423978816915
2020-05-03,523,Alabama,0.3986702762400965
2020-05-04,523,Alabama,0.3970321949060905
2020-05-05,523,Alabama,0.3965212578112836
2020-05-06,523,Alabama,0.397139789026756
2020-05-07,523,Alabama,0.39886158243602715
2020-05-08,523,Alabama,0.40162542559764014
2020-05-09,523,Alabama,0.40544143750561773
2020-05-10,523,Alabama,0.4099714857861098
2020-05-11,523,Alabama,0.4151027933809525
2020-05-12,523,Alabama,0.4207113594917525
2020-05-13,523,Alabama,0.42663347132047613
2020-05-14,523,Alabama,0.43267227547902654
2020-05-15,523,Alabama,0.43860417031791404
2020-05-16,523,Alabama,0.44418908204177326
2020-05-17,523,Alabama,0.4491824576126218
2020-05-18,523,Alabama,0.4534199384604042
2020-05-19,523,Alabama,0.456799221808219
2020-05-20,523,Alabama,0.4592437663301675
2020-05-21,523,Alabama,0.46071219489593535
2020-05-22,523,Alabama,0.4612131118881359
2020-05-23,523,Alabama,0.46082237522577885
2020-05-24,523,Alabama,0.45968318248209067
2020-05-25,523,Alabama,0.4579989234555722
2020-05-26,523,Alabama,0.45595581560783743
2020-05-27,523,Alabama,0.4539303375229992
2020-05-28,523,Alabama,0.45209804807732545
2020-05-29,523,Alabama,0.4505957224368939
2020-05-30,523,Alabama,0.4495607183134131
2020-05-31,523,Alabama,0.4491296944823007
2020-06-01,523,Alabama,0.44943722117562823
2020-06-02,523,Alabama,0.45059682446936744
2020-06-03,523,Alabama,0.45263644079600307
2020-06-04,523,Alabama,0.4555720223170497
2020-06-05,523,Alabama,0.459391143477083
2020-06-06,523,Alabama,0.46404794789649817
2020-06-07,523,Alabama,0.4694640749291681
2020-06-08,523,Alabama,0.47553074884991486
2020-06-09,523,Alabama,0.48220008339880394
2020-06-10,523,Alabama,0.4892245736157723
2020-06-11,523,Alabama,0.4964778974175463
2020-06-12,523,Alabama,0.5038893912385773
2020-06-13,523,Alabama,0.5113889541938693
2020-06-14,523,Alabama,0.5189071704812562
2020-06-15,523,Alabama,0.5263736963169964
2020-06-16,523,Alabama,0.5337133104992074
2020-06-17,523,Alabama,0.5408443792509134
2020-06-18,523,Alabama,0.5476787637138592
